Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
OR451585.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-251-CO			432				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR101700.1			PARTIAL		USA: Washington State	North America								Daucus carota		4039	true				2020-11	60			128				1		2023-07-18T00:00:00Z	GenBank		USDA-ARS, Temperate Tree Fruit and Vegetable Research Unit	USA	Swisher Grimm,K.D.,Gorman,C.,Crosslin,J.	2023-07-18T00:00:00Z								Beet curly top virus		10840
OR101699.1			PARTIAL		USA: Washington State	North America								Daucus carota		4039	true				2020-11	55			128				1		2023-07-18T00:00:00Z	GenBank		USDA-ARS, Temperate Tree Fruit and Vegetable Research Unit	USA	Swisher Grimm,K.D.,Gorman,C.,Crosslin,J.	2023-07-18T00:00:00Z								Beet curly top virus		10840
OR101698.1			PARTIAL		USA: Washington State	North America								Daucus carota		4039	true				2020-11	46			128				1		2023-07-18T00:00:00Z	GenBank		USDA-ARS, Temperate Tree Fruit and Vegetable Research Unit	USA	Swisher Grimm,K.D.,Gorman,C.,Crosslin,J.	2023-07-18T00:00:00Z								Beet curly top virus		10840
OR101697.1			PARTIAL		USA: Washington State	North America								Daucus carota		4039	true				2020-11	60			497				2		2023-07-18T00:00:00Z	GenBank		USDA-ARS, Temperate Tree Fruit and Vegetable Research Unit	USA	Swisher Grimm,K.D.,Gorman,C.,Crosslin,J.	2023-07-18T00:00:00Z								Beet curly top virus		10840
OR101696.1			PARTIAL		USA: Washington State	North America								Daucus carota		4039	true				2020-11	55			497				2		2023-07-18T00:00:00Z	GenBank		USDA-ARS, Temperate Tree Fruit and Vegetable Research Unit	USA	Swisher Grimm,K.D.,Gorman,C.,Crosslin,J.	2023-07-18T00:00:00Z								Beet curly top virus		10840
OR101695.1			PARTIAL		USA: Washington State	North America								Daucus carota		4039	true				2020-11	46			497				2		2023-07-18T00:00:00Z	GenBank		USDA-ARS, Temperate Tree Fruit and Vegetable Research Unit	USA	Swisher Grimm,K.D.,Gorman,C.,Crosslin,J.	2023-07-18T00:00:00Z								Beet curly top virus		10840
OQ628293.1			COMPLETE		USA	North America								Cannabis sativa		3483	true				2017-09	NV-2017CAP057			2932				7		2023-04-23T00:00:00Z	GenBank		Nevada Department of Agriculture, Plant Pathology Laboratory	USA	Schoener,J.L.,Wang,S.	2023-04-23T00:00:00Z								Beet curly top virus		10840
OQ068392.1			PARTIAL		USA: WA	North America								Cannabis sativa		3483	true				2021	WA_BCTx14			1715				4		2023-02-28T00:00:00Z	GenBank		IAREC, Washington State University, Plant Pathology	USA	Jarugula,S.,Wagstaff,C.,Mitra,A.,Crowder,D.,Gang,D.,Rayapati,N.,Crowder,D.W.,Gang,D.R.,Rayapati,N.A.	2023-02-28T00:00:00Z								Beet curly top virus		10840
OQ068391.1			COMPLETE		USA: WA	North America								Cannabis sativa		3483	true				2021	WA_BCTx13			2929				7		2023-02-28T00:00:00Z	GenBank		IAREC, Washington State University, Plant Pathology	USA	Jarugula,S.,Wagstaff,C.,Mitra,A.,Crowder,D.,Gang,D.,Rayapati,N.,Crowder,D.W.,Gang,D.R.,Rayapati,N.A.	2023-02-28T00:00:00Z								Beet curly top virus		10840
OP748242.1			COMPLETE		USA: Firebaugh, Fresno County, CA	North America								Solanum lycopersicum		4081	true				2022-08-17	21-621			2911				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP748241.1			COMPLETE		USA: Firebaugh, Fresno County, CA	North America								Solanum lycopersicum		4081	true				2022-08-17	22-603			2913				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP748240.1			COMPLETE		USA: Utah	North America								Cucurbita pepo		3663	true				2022-08-15	22-573			2930				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP748239.1			COMPLETE		USA: Utah	North America								Cucurbita pepo		3663	true				2022-08-15	22-570			2929				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP748238.1			COMPLETE		USA: Utah	North America								Cucurbita pepo		3663	true				2022-08-15	22-569			2932				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP748237.1			COMPLETE		USA: Utah	North America								Cucurbita pepo		3663	true				2022-08-15	22-563			2929				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP748236.1			COMPLETE		USA: Fresno County, CA	North America								Solanum lycopersicum		4081	true				2022-07-05	22-417			2909				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP748235.1			COMPLETE		USA: Colusa County, CA	North America								Solanum lycopersicum		4081	true				2022-06-13	22-301			2928				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP748234.1			COMPLETE		USA: Yolo County, CA	North America								Solanum lycopersicum		4081	true				2022-06-10	22-230			2925				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP748233.1			COMPLETE		USA: Yolo County, CA	North America								Solanum lycopersicum		4081	true				2022-06-10	22-229B			2924				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP748232.1			COMPLETE		USA: Yolo County, CA	North America								Solanum lycopersicum		4081	true				2022-06-10	22-229A			2925				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP748231.1			COMPLETE		USA: Woodland, Yolo County, CA	North America								Solanum lycopersicum		4081	true				2022-06-05	22-196			2930				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP748230.1			COMPLETE		USA: Dubach Park, Yolo County, CA	North America								Solanum lycopersicum		4081	true				2022-05-27	22-160			2923				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP748229.1			COMPLETE		USA: Lucero, Fresno County, CA	North America								Solanum lycopersicum		4081	true				2022-05-20	22-077			2932				7		2023-05-10T00:00:00Z	GenBank		University of California, Davis, Plant Pathology	USA	Melgarejo,T.A.,Chen,L.-F.,Wintermantel,W.M.,Gilbertson,R.L.	2023-05-10T00:00:00Z								Beet curly top virus		10840
OP477336.1			COMPLETE		USA: Idaho	North America											true				2021				2845				7		2023-05-18T00:00:00Z	GenBank		Sugarbeet and Potato Research Unit, USDA-ARS	USA	Ramachandran,V.,Wyatt,N.,Rivera Santiago,E.,Neher,O.,Weiland,J.,Bolton,M.	2023-05-22T00:00:00Z								Beet curly top virus - PeYD		3048512
OP019706.1	PRJNA948047	SAMN33874177	COMPLETE		Mexico	North America								Capsicum annuum		4072	true				2019	BCTV-BCS			2925				7		2023-04-10T00:00:00Z	GenBank		Centro de Investigaciones Biologicas del Noroeste S.C., Phytopathology	Mexico	Vargas-Salinas,M.,Morales-Aguilar,J.J.,Ceniceros-Ojeda,E.A.,Holguin-Pena,R.J.	2023-04-10T00:00:00Z								Beet curly top virus		10840
OL624880.1			COMPLETE		USA: Yolo	North America								Solanum lycopersicum		4081	true				2021-06-05	21-237			2926				7		2022-05-02T00:00:00Z	GenBank		University of California, Davis, Plant Pathology		Melgarejo,T.A.,Chen,L.F.,Rojas,M.J.,Schilder,A.,Gilbertson,R.,Gilbertson,R.L.	2022-10-26T00:00:00Z								Beet curly top virus		10840
OL624879.1			COMPLETE		USA: Colusa	North America								Solanum lycopersicum		4081	true				2021-06-02	21-154			2926				7		2022-05-02T00:00:00Z	GenBank		University of California, Davis, Plant Pathology		Melgarejo,T.A.,Chen,L.F.,Rojas,M.J.,Schilder,A.,Gilbertson,R.,Gilbertson,R.L.	2022-10-26T00:00:00Z								Beet curly top virus		10840
OL624878.1			COMPLETE		USA: Yolo	North America								Solanum lycopersicum		4081	true				2021-06-02	21-131			2925				7		2022-05-02T00:00:00Z	GenBank		University of California, Davis, Plant Pathology		Melgarejo,T.A.,Chen,L.F.,Rojas,M.J.,Schilder,A.,Gilbertson,R.,Gilbertson,R.L.	2022-10-26T00:00:00Z								Beet curly top virus		10840
OL624877.1			COMPLETE		USA: Stanislaus	North America								Solanum lycopersicum		4081	true				2021-05-31	21-106			2926				7		2022-05-02T00:00:00Z	GenBank		University of California, Davis, Plant Pathology		Melgarejo,T.A.,Chen,L.F.,Rojas,M.J.,Schilder,A.,Gilbertson,R.,Gilbertson,R.L.	2022-10-26T00:00:00Z								Beet curly top virus		10840
OL624876.1			COMPLETE		USA: Colusa	North America								Solanum lycopersicum		4081	true				2021-05-27	21-99			2926				7		2022-05-02T00:00:00Z	GenBank		University of California, Davis, Plant Pathology		Melgarejo,T.A.,Chen,L.F.,Rojas,M.J.,Schilder,A.,Gilbertson,R.,Gilbertson,R.L.	2022-10-26T00:00:00Z								Beet curly top virus		10840
OL624875.1			COMPLETE		USA: San Bernardino	North America								Cannabis sativa		3483	true				2019-12-13	S5			2930				7		2022-05-02T00:00:00Z	GenBank		University of California, Davis, Plant Pathology		Melgarejo,T.A.,Chen,L.F.,Rojas,M.J.,Schilder,A.,Gilbertson,R.,Gilbertson,R.L.	2022-10-26T00:00:00Z								Beet curly top virus		10840
OL624874.1			COMPLETE		USA: San Bernardino	North America								Cannabis sativa		3483	true				2019-12-13	S1			2930				7		2022-05-02T00:00:00Z	GenBank		University of California, Davis, Plant Pathology		Melgarejo,T.A.,Chen,L.F.,Rojas,M.J.,Schilder,A.,Gilbertson,R.,Gilbertson,R.L.	2022-10-26T00:00:00Z								Beet curly top virus		10840
OL624873.1			COMPLETE		USA: Fresno	North America								Cannabis sativa		3483	true				2019-08-13	H5-1			2931				7		2022-05-02T00:00:00Z	GenBank		University of California, Davis, Plant Pathology		Melgarejo,T.A.,Chen,L.F.,Rojas,M.J.,Schilder,A.,Gilbertson,R.,Gilbertson,R.L.	2022-10-26T00:00:00Z								Beet curly top virus		10840
NC_034629.1	PRJNA485481		COMPLETE		Mexico	North America								Capsicum annuum var. annuum		40321	true				2014-06-15				2971				7		2017-05-24T00:00:00Z	RefSeq		National Center for Biotechnology Information, NIH	USA	Mauricio-Castillo,J.A.,Arguello-Astorga,G.R.,Salas-Munoz,S.,Reveles-Torres,L.R.,Velasquez-Valle,R.	2018-08-13T00:00:00Z								Pepper yellow dwarf virus - Mexico		1987360
NC_014631.1	PRJNA485481		COMPLETE		USA	North America								Spinacia oleracea		3562	true				2009	09-10-8			3065				6		2010-10-25T00:00:00Z	RefSeq		National Center for Biotechnology Information, NIH	USA	Hernandez,C.,Brown,J.K.,Hernandez-Zepeda,C.	2018-08-13T00:00:00Z								Spinach severe curly top virus		873160
NC_002543.1	PRJNA485481		COMPLETE														true								3080				6		1996-04-04T00:00:00Z	RefSeq		National Center for Biotechnology Information, NIH	USA	Klute,K.A.,Nadler,S.A.,Stenger,D.C.	2018-08-13T00:00:00Z								Horseradish curly top virus		46448
NC_001412.1	PRJNA485481		COMPLETE														true					California [Logan]			2994				6		1993-04-28T00:00:00Z	RefSeq		National Center for Biotechnology Information, NIH	USA	Stanley,J.,Markham,P.G.,Callis,R.J.,Pinner,M.S.	2023-05-05T00:00:00Z								Beet curly top virus		10840
MZ787767.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2019	019132C_Worland			352				1		2021-12-22T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-22T00:00:00Z								Beet curly top virus		10840
MZ787766.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2019	019125B_Worland			398				1		2021-12-22T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-22T00:00:00Z								Beet curly top virus		10840
MZ787765.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2019	019124B_Worland			398				1		2021-12-22T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-22T00:00:00Z								Beet curly top virus		10840
MZ787764.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2019	01995A_Worland			398				1		2021-12-22T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-22T00:00:00Z								Beet curly top virus		10840
MZ787763.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2019	01987A_Worland			386				1		2021-12-22T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-22T00:00:00Z								Beet curly top virus		10840
MZ686447.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2020	020-137-1			470				3		2021-12-21T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-21T00:00:00Z								Beet curly top virus		10840
MZ686446.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2020	020-127-1			470				3		2021-12-21T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-21T00:00:00Z								Beet curly top virus		10840
MZ686445.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2020	020-121-1			470				3		2021-12-21T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-21T00:00:00Z								Beet curly top virus		10840
MZ686444.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2020	020-118-1			470				3		2021-12-21T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-21T00:00:00Z								Beet curly top virus		10840
MZ686443.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2019	019-90-A			470				3		2021-12-21T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-21T00:00:00Z								Beet curly top virus		10840
MZ686442.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2019	019-87-A			477				3		2021-12-21T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-21T00:00:00Z								Beet curly top virus		10840
MZ686441.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2019	019-136-B1			477				3		2021-12-21T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-21T00:00:00Z								Beet curly top virus		10840
MZ686440.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2019	019-125-A			477				3		2021-12-21T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-21T00:00:00Z								Beet curly top virus		10840
MZ686439.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2019	019-124-D1			477				3		2021-12-21T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-21T00:00:00Z								Beet curly top virus		10840
MZ686438.1			PARTIAL		USA	North America								Cannabis sativa		3483	true				2019	019-117-1A			470				3		2021-12-21T00:00:00Z	GenBank		United States Department of Agriculture - Agricultural Research Service, Forage Seed and Cereal Research Unit	USA	Rivedal,H.M.,Funke,C.,Frost,K.,Frost,K.E.	2021-12-21T00:00:00Z								Beet curly top virus		10840
MW713376.1			PARTIAL		USA: Otero, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Otero			457				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604777.1			PARTIAL		USA: Weld, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Weld			411				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604776.1			PARTIAL		USA: Montrose, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Montrose2			480				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604775.1			PARTIAL		USA: El Paso, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-El Paso2			466				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604774.1			PARTIAL		USA: Montrose, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Montrose1			468				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604773.1			PARTIAL		USA: Montezuma, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Montezuma2			401				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604772.1			PARTIAL		USA: Garfield, CO	North America								Cannabis sativa		3483	true				2019	BCTV-CO-Can-Garfield2			459				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604771.1			PARTIAL		USA: El Paso, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-El Paso1			478				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604770.1			PARTIAL		USA: Larimer, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Larimer2			479				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604769.1			PARTIAL		USA: Rio Blanco, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Rio Blanco2			477				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604768.1			PARTIAL		USA: Montezuma, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Montezuma1			465				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604767.1			PARTIAL		USA: Conejos, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Conejos			467				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604766.1			PARTIAL		USA: Larimer, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Larimer1			479				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604765.1			PARTIAL		USA: Garfield, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Garfield1			400				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604764.1			PARTIAL		USA: Delta, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Delta2			410				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604763.1			PARTIAL		USA: Delta, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Delta1			458				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604762.1			PARTIAL		USA: Rio Blanco, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Rio Blanco1			446				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604761.1			PARTIAL		USA: Pueblo, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-Pueblo			458				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604760.1			PARTIAL		USA: Mesa, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Mesa2			470				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW604759.1			PARTIAL		USA: Mesa, CO	North America								Cannabis sativa		3483	true				2019	BCTV-Can-CO-Mesa1			469				2		2021-06-16T00:00:00Z	GenBank		Colorado State University, Agriculture Biology	USA	Chiginsky,J.,Albrecht,T.,Nachappa,P.	2021-06-16T00:00:00Z								Beet curly top virus		10840
MW234427.1			PARTIAL		USA: Washington State	North America								Coriandrum sativum		4047	true				2020-07-15				519				2		2021-04-21T00:00:00Z	GenBank		USDA-ARS, Temperate Tree Fruit and Vegetable Research Unit	USA	Swisher Grimm,K.D.,Crosslin,J.,Cooper,R.,Frost,K.,du Toit,L.J.,Wohleb,C.H.	2021-04-21T00:00:00Z								Beet curly top virus		10840
MW234426.1			PARTIAL		USA: Washington State	North America								Coriandrum sativum		4047	true				2020-07-15				519				2		2021-04-21T00:00:00Z	GenBank		USDA-ARS, Temperate Tree Fruit and Vegetable Research Unit	USA	Swisher Grimm,K.D.,Crosslin,J.,Cooper,R.,Frost,K.,du Toit,L.J.,Wohleb,C.H.	2021-04-21T00:00:00Z								Beet curly top virus		10840
MW234425.1			PARTIAL		USA: Washington State	North America											true				2020-07-15				519				2		2021-04-21T00:00:00Z	GenBank		USDA-ARS, Temperate Tree Fruit and Vegetable Research Unit	USA	Swisher Grimm,K.D.,Crosslin,J.,Cooper,R.,Frost,K.,du Toit,L.J.,Wohleb,C.H.	2021-04-21T00:00:00Z								Beet curly top virus		10840
MW234424.1			PARTIAL		USA: Washington State	North America								Coriandrum sativum		4047	true				2020-07-15				519				2		2021-04-21T00:00:00Z	GenBank		USDA-ARS, Temperate Tree Fruit and Vegetable Research Unit	USA	Swisher Grimm,K.D.,Crosslin,J.,Cooper,R.,Frost,K.,du Toit,L.J.,Wohleb,C.H.	2021-04-21T00:00:00Z								Beet curly top virus		10840
MW234423.1			PARTIAL		USA: Washington State	North America								Coriandrum sativum		4047	true				2020-07-15				519				2		2021-04-21T00:00:00Z	GenBank		USDA-ARS, Temperate Tree Fruit and Vegetable Research Unit	USA	Swisher Grimm,K.D.,Crosslin,J.,Cooper,R.,Frost,K.,du Toit,L.J.,Wohleb,C.H.	2021-04-21T00:00:00Z								Beet curly top virus		10840
MW234422.1			PARTIAL		USA: Washington State	North America								Coriandrum sativum		4047	true				2020-07-15				519				2		2021-04-21T00:00:00Z	GenBank		USDA-ARS, Temperate Tree Fruit and Vegetable Research Unit	USA	Swisher Grimm,K.D.,Crosslin,J.,Cooper,R.,Frost,K.,du Toit,L.J.,Wohleb,C.H.	2021-04-21T00:00:00Z								Beet curly top virus		10840
