Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
MK641854.1			COMPLETE		Iran: Shahin Dezh, West Azerbaijan	Asia								Cicer arietinum		3827	true				2016	IR:Sha:Chi87:16			2571				4		2020-02-08T00:00:00Z	GenBank		University of Tehran, Department of Plant Protection	Iran	Shahmohammadi,N.,Dizadji,A.,Bihamta,M.R.,Kvarnheden,A.	2020-02-08T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MK641853.1			COMPLETE		Iran: Aleshtar, Lorestan	Asia								Cicer arietinum		3827	true				2016	IR:Lor:Chi576:16			2571				4		2020-02-08T00:00:00Z	GenBank		University of Tehran, Department of Plant Protection	Iran	Shahmohammadi,N.,Dizadji,A.,Bihamta,M.R.,Kvarnheden,A.	2020-02-08T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MK641852.1			COMPLETE		Iran: Aleshtar, Lorestan	Asia								Cicer arietinum		3827	true				2016	IR:Lor:Chi585:16			2571				4		2020-02-08T00:00:00Z	GenBank		University of Tehran, Department of Plant Protection	Iran	Shahmohammadi,N.,Dizadji,A.,Bihamta,M.R.,Kvarnheden,A.	2020-02-08T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MK641851.1			COMPLETE		Iran: Qasr-e Shirin, Kermanshah	Asia								Cicer arietinum		3827	true				2016	IR:Ker:Chi439:16			2571				4		2020-02-08T00:00:00Z	GenBank		University of Tehran, Department of Plant Protection	Iran	Shahmohammadi,N.,Dizadji,A.,Bihamta,M.R.,Kvarnheden,A.	2020-02-08T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MK641850.1			COMPLETE		Iran: Qasr-e Shirin, Kermanshah	Asia								Cicer arietinum		3827	true				2016	IR:Ker:Chi536:16			2571				4		2020-02-08T00:00:00Z	GenBank		University of Tehran, Department of Plant Protection	Iran	Shahmohammadi,N.,Dizadji,A.,Bihamta,M.R.,Kvarnheden,A.	2020-02-08T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MK641849.1			COMPLETE		Iran: Eslamabad-e Gharb, Kermanshah	Asia								Cicer arietinum		3827	true				2016	IR:Ker:Chi500:16			2570				4		2020-02-08T00:00:00Z	GenBank		University of Tehran, Department of Plant Protection	Iran	Shahmohammadi,N.,Dizadji,A.,Bihamta,M.R.,Kvarnheden,A.	2020-02-08T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MK606501.1			COMPLETE		Reunion	Africa								Saccharum sp.		15819	true				2013	Reunion-HI46_R972341-2013			2829				3		2019-07-23T00:00:00Z	GenBank		CIRAD, UMR PVBMT Pole de protection des plantes	France	Claverie,S.,Ouattara,A.,Hoarau,M.,Filloux,D.,Varsani,A.,Roumagnac,P.,Martin,D.,Lett,J.M.,Lefeuvre,P.	2019-07-23T00:00:00Z								Sugarcane white streak virus		1492296
MK606500.1			COMPLETE		Reunion	Africa								Saccharum sp.		15819	true				2013	Reunion-H11_R962569-2013			2832				2		2019-07-23T00:00:00Z	GenBank		CIRAD, UMR PVBMT Pole de protection des plantes	France	Claverie,S.,Ouattara,A.,Hoarau,M.,Filloux,D.,Varsani,A.,Roumagnac,P.,Martin,D.,Lett,J.M.,Lefeuvre,P.	2019-07-23T00:00:00Z								Sugarcane white streak virus		1492296
MK570107.1			PARTIAL		USA	North America								Saccharum officinarum		4547	true				2011-09	FL_Pundia			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570106.1			PARTIAL		USA	North America								Saccharum officinarum		4547	true				2011-09	FL_NG_77-016			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570105.1			PARTIAL		USA	North America								Saccharum barberi		152679	true				2011-09	FL_Kinar			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570104.1			PARTIAL		USA	North America											true				2011-09	FL_Tanzhou_Bamboo_Cane			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570103.1			PARTIAL		USA	North America								Saccharum officinarum		4547	true				2011-09	FL_NG_28-020			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570102.1			PARTIAL		USA	North America								Saccharum barberi		152679	true				2011-09	FL_Khelia			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570101.1			PARTIAL		USA	North America								Saccharum spontaneum		62335	true				2011-09	FL_PQ_84-09			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570100.1			PARTIAL		USA	North America								Saccharum spontaneum		62335	true				2011-09	FL_PCA_NOR_82-07			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570099.1			PARTIAL		USA	North America								Saccharum spontaneum		62335	true				2011-09	FL_PBG_84-07			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570098.1			PARTIAL		USA	North America								Saccharum officinarum		4547	true				2011-09	FL_Keong_Java			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570097.1			PARTIAL		USA	North America								Saccharum officinarum		4547	true				2011-09	FL_Javari_Kabbu			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570096.1			PARTIAL		USA	North America								Saccharum barberi		152679	true				2011-09	FL_Barouka_239			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570095.1			PARTIAL		USA	North America								Saccharum spontaneum		62335	true				2011-09	FL_PPGN 84-05			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570094.1			PARTIAL		USA	North America								Saccharum spontaneum		62335	true				2011-09	FL_Iranspon			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570093.1			PARTIAL		USA	North America								Saccharum officinarum		4547	true				2011-09	FL_Unknown_2			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570092.1			PARTIAL		USA	North America								Saccharum officinarum		4547	true				2011-09	FL_Unknown_1			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570091.1			PARTIAL		USA	North America								Saccharum barberi		152679	true				2011-09	FL_Ketari			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570090.1			PARTIAL		USA	North America								Saccharum sp.		15819	true				2011-09	FL_CO0285			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK570089.1			PARTIAL		USA	North America								Saccharum barberi		152679	true				2011-09	FL_Kalkya			248				1		2020-03-01T00:00:00Z	GenBank		University of Florida, Plant Pathology	USA	Boukari,W.,Rott,P.	2020-03-01T00:00:00Z								Sugarcane striate virus		1868659
MK546382.1			COMPLETE		Reunion	Africa								Sorghum arundinaceum		91525	true				2014-11-03	Reunion-Bassin plat-RE084-2014			2880				3		2019-07-24T00:00:00Z	GenBank		Cirad, Umr Pvbmt Pole de Protection des Plantes	France	Claverie,S.,Ouattara,A.,Hoarau,M.,Filloux,D.,Varsani,A.,Roumagnac,P.,Martin,D.P.,Lett,J.M.,Lefeuvre,P.	2019-07-24T00:00:00Z								Sorghum arundinaceum associated virus		2596883
MK546381.1			COMPLETE		Reunion	Africa								Sorghum arundinaceum		91525	true				2014-11-03	Reunion-Bassin plat-RE034-2014			2881				3		2019-07-24T00:00:00Z	GenBank		Cirad, Umr Pvbmt Pole de Protection des Plantes	France	Claverie,S.,Ouattara,A.,Hoarau,M.,Filloux,D.,Varsani,A.,Roumagnac,P.,Martin,D.P.,Lett,J.M.,Lefeuvre,P.	2019-07-24T00:00:00Z								Sorghum arundinaceum associated virus		2596883
MK546379.1			COMPLETE		Reunion	Africa								Eleusine indica		29674	true				2014-11-03	Reunion-Bassin plat-RE004-2014			2713				3		2019-07-24T00:00:00Z	GenBank		Cirad, Umr Pvbmt Pole de Protection des Plantes	France	Claverie,S.,Ouattara,A.,Hoarau,M.,Filloux,D.,Varsani,A.,Roumagnac,P.,Martin,D.P.,Lett,J.M.,Lefeuvre,P.	2019-07-24T00:00:00Z								Eleusine indica associated virus		2596881
MK546378.1			COMPLETE		Reunion	Africa								Cenchrus echinatus		173841	true				2014-11-03	Reunion-Bassin plat-Cenchrus echinatus-RE001-2014			2880				4		2019-07-24T00:00:00Z	GenBank		Cirad, Umr Pvbmt Pole de Protection des Plantes	France	Claverie,S.,Ouattara,A.,Hoarau,M.,Filloux,D.,Varsani,A.,Roumagnac,P.,Martin,D.P.,Lett,J.M.,Lefeuvre,P.	2019-07-24T00:00:00Z								Maize streak Reunion virus		1182518
MK546377.1			COMPLETE		Reunion	Africa								Dactyloctenium aegyptium		270102	true				2014-11-03	Reunion-Bassin plat-Dactyloctenium aegyptium-RE025-2014			2686				4		2019-07-24T00:00:00Z	GenBank		Cirad, Umr Pvbmt Pole de Protection des Plantes	France	Claverie,S.,Ouattara,A.,Hoarau,M.,Filloux,D.,Varsani,A.,Roumagnac,P.,Martin,D.P.,Lett,J.M.,Lefeuvre,P.	2019-07-24T00:00:00Z								Maize streak virus		10821
MK546376.1			COMPLETE		Reunion	Africa								Digitaria ciliaris		66018	true				2014-11-03	Reunion-Bassin plat-Digitaria ciliaris-RE019-2014			2684				4		2019-07-24T00:00:00Z	GenBank		Cirad, Umr Pvbmt Pole de Protection des Plantes	France	Claverie,S.,Ouattara,A.,Hoarau,M.,Filloux,D.,Varsani,A.,Roumagnac,P.,Martin,D.P.,Lett,J.M.,Lefeuvre,P.	2019-07-24T00:00:00Z								Maize streak virus		10821
MK546375.1			COMPLETE		Reunion	Africa								Cenchrus echinatus		173841	true				2014-11-03	Reunion-Bassin plat-Cenchrus echinatus-RE001-2014			2684				4		2019-07-24T00:00:00Z	GenBank		Cirad, Umr Pvbmt Pole de Protection des Plantes	France	Claverie,S.,Ouattara,A.,Hoarau,M.,Filloux,D.,Varsani,A.,Roumagnac,P.,Martin,D.P.,Lett,J.M.,Lefeuvre,P.	2019-07-24T00:00:00Z								Maize streak virus		10821
MK546374.1			COMPLETE		Reunion	Africa								Digitaria ciliaris		66018	true				2014-11-03	Reunion-Bassin plat-Digitaria ciliaris-RE081-2014			2684				3		2019-07-24T00:00:00Z	GenBank		Cirad, Umr Pvbmt Pole de Protection des Plantes	France	Claverie,S.,Ouattara,A.,Hoarau,M.,Filloux,D.,Varsani,A.,Roumagnac,P.,Martin,D.P.,Lett,J.M.,Lefeuvre,P.	2019-07-24T00:00:00Z								Maize streak virus		10821
MK341740.1			COMPLETE		Iran: Urmia	Asia								Lens culinaris		3864	true				2016	IR:Urm:Len66:16			2572				4		2020-02-08T00:00:00Z	GenBank		University of Tehran, Department of Plant Protection	Iran	Shahmohammadi,N.,Dizadji,A.,Bihamta,M.R.,Kvarnheden,A.	2020-02-08T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MK341739.1			COMPLETE		Iran: Kermanshah	Asia								Cicer arietinum		3827	true				2016	IR:Ker:Chi498:16			2571				4		2020-02-08T00:00:00Z	GenBank		University of Tehran, Department of Plant Protection	Iran	Shahmohammadi,N.,Dizadji,A.,Bihamta,M.R.,Kvarnheden,A.	2020-02-08T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MK341738.1			COMPLETE		Iran: Kashan	Asia								Vicia faba		3906	true				2016	IR:Kas:Fab70:16			2572				4		2020-02-08T00:00:00Z	GenBank		University of Tehran, Department of Plant Protection	Iran	Shahmohammadi,N.,Dizadji,A.,Bihamta,M.R.,Kvarnheden,A.	2020-02-08T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MK329309.1			COMPLETE		Ethiopia: Berecha	Africa								Zea mays		4577	true				2016-07	MSV-MV-242			2687				4		2019-03-25T00:00:00Z	GenBank		Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Plant Virus Department	Germany	Guadie,D.,Tesfaye,K.,Knierim,D.,Winter,S.,Abraham,A.	2019-03-25T00:00:00Z								Maize streak virus		10821
MK329308.1			COMPLETE		Ethiopia: Arbaminch Zuria	Africa								Zea mays		4577	true				2016-07	MSV-MV-171			2687				4		2019-03-25T00:00:00Z	GenBank		Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Plant Virus Department	Germany	Guadie,D.,Tesfaye,K.,Knierim,D.,Winter,S.,Abraham,A.	2019-03-25T00:00:00Z								Maize streak virus		10821
MK329307.1			COMPLETE		Ethiopia: Asosa	Africa								Zea mays		4577	true				2015-08	MSV-Et-149			2687				4		2019-03-25T00:00:00Z	GenBank		Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Plant Virus Department	Germany	Guadie,D.,Tesfaye,K.,Knierim,D.,Winter,S.,Abraham,A.	2019-03-25T00:00:00Z								Maize streak virus		10821
MK329306.1			COMPLETE		Ethiopia: Asosa	Africa								Zea mays		4577	true				2015-08	MSV-Et-136			2687				4		2019-03-25T00:00:00Z	GenBank		Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Plant Virus Department	Germany	Guadie,D.,Tesfaye,K.,Knierim,D.,Winter,S.,Abraham,A.	2019-03-25T00:00:00Z								Maize streak virus		10821
MK329305.1			COMPLETE		Ethiopia: Asosa	Africa								Zea mays		4577	true				2016-07	MSRV-MV-252			2879				4		2019-03-25T00:00:00Z	GenBank		Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Plant Virus Department	Germany	Guadie,D.,Tesfaye,K.,Knierim,D.,Winter,S.,Abraham,A.	2019-03-25T00:00:00Z								Maize streak Reunion virus		1182518
MK329304.1			COMPLETE		Ethiopia: Arbaminch Zuria	Africa								Zea mays		4577	true				2016-07	MSRV-MV-171			2879				4		2019-03-25T00:00:00Z	GenBank		Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Plant Virus Department	Germany	Guadie,D.,Tesfaye,K.,Knierim,D.,Winter,S.,Abraham,A.	2019-03-25T00:00:00Z								Maize streak Reunion virus		1182518
MK329303.1			COMPLETE		Ethiopia: Analume	Africa								Zea mays		4577	true				2016-07	MSDV-MV-74			2846				4		2019-03-25T00:00:00Z	GenBank		Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Plant Virus Department	Germany	Guadie,D.,Tesfaye,K.,Knierim,D.,Winter,S.,Abraham,A.	2019-03-25T00:00:00Z								Maize streak dwarfing virus		2557970
MK329302.1			COMPLETE		Ethiopia: Boset	Africa								Zea mays		4577	true				2016-07	MSDV-MV-66			2846				4		2019-03-25T00:00:00Z	GenBank		Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Plant Virus Department	Germany	Guadie,D.,Tesfaye,K.,Knierim,D.,Winter,S.,Abraham,A.	2019-03-25T00:00:00Z								Maize streak dwarfing virus		2557970
MK329301.1			COMPLETE		Ethiopia: Shewaba	Africa								Zea mays		4577	true				2016-07	MSDV-MV-56			2846				4		2019-03-25T00:00:00Z	GenBank		Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Plant Virus Department	Germany	Guadie,D.,Tesfaye,K.,Knierim,D.,Winter,S.,Abraham,A.	2019-03-25T00:00:00Z								Maize streak dwarfing virus		2557970
MK329300.1			COMPLETE		Ethiopia: Adama Zuria	Africa								Zea mays		4577	true				2016-07	MSDV-MV-1			2842				4		2019-03-25T00:00:00Z	GenBank		Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Plant Virus Department	Germany	Guadie,D.,Tesfaye,K.,Knierim,D.,Winter,S.,Abraham,A.	2019-03-25T00:00:00Z								Maize streak dwarfing virus		2557970
MK193742.1			COMPLETE		Estonia: Meremae	Europe								Triticum aestivum		4565	true				2017-07-17				2750				4		2019-06-15T00:00:00Z	GenBank		Tallinn University of Technology, Chemistry and Biotechnology	Estonia	Somera,M.,Truve,E.,Soovali,P.	2019-06-15T00:00:00Z								Wheat dwarf virus		10834
MK116546.1			COMPLETE		Tunisia: Haouaria province	Africa								Solanum lycopersicum		4081	true				2017	TN-Haouaria-To27/2/017-Tomato-2017	fruit		2571				4		2019-05-27T00:00:00Z	GenBank		Institute for Sustainable Plant Protection, Consiglio Nazionale delle Ricerche	Italy	Zaagueri,T.,Mnari-Hattab,M.,Moussaoui,N.,Accotto,G.P.,Noris,E.,Marian,D.,Vaira,A.M.	2019-05-27T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MH933964.1			PARTIAL		India	Asia								Cicer arietinum		3827	true				2018-02	Rajasthan-11			554				1		2019-01-30T00:00:00Z	GenBank		Indian Agricultural Reasearch Institute, Plant pathology	India	Shreenath,Y.S.,Rao,G.P.	2019-01-30T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MH898502.1			PARTIAL		China	Asia								Nymphoides peltata		49614	true				2016-12-22	Won			262				1		2020-08-18T00:00:00Z	GenBank		Seoul National University, Research Institute of Agriculture and Life Sciences, College of Agriculture and Life Sciences	Korea	Jo,Y.,Cho,W.K.	2020-08-18T00:00:00Z								Nymphoides mastrevirus A		2593967
MH667488.1			COMPLETE		Tanzania: Arusha	Africa								Zea mays		4577	true				2015-04-27	MDA26-Tz	plant leaf		2689				3		2020-01-16T00:00:00Z	GenBank		Tanzania Agricultural Research Institute (TARI) Tengeru Sub Center, Biotechnology	Tanzania	Kiruwa,F.H.,Njuguna,J.,Machuka,E.,Senay,S.D.,Mutiga,S.K.,Feyissa,T.,Ndakidemi,P.A.,Stomeo,F.	2020-01-21T00:00:00Z								Maize streak virus		10821
MH667487.1			COMPLETE		Tanzania: Arusha	Africa								Zea mays		4577	true				2015-06-17	NA15-Tz	plant leaf		2689				3		2020-01-16T00:00:00Z	GenBank		Tanzania Agricultural Research Institute (TARI) Tengeru Sub Center, Biotechnology	Tanzania	Kiruwa,F.H.,Njuguna,J.,Machuka,E.,Senay,S.D.,Mutiga,S.K.,Feyissa,T.,Ndakidemi,P.A.,Stomeo,F.	2020-01-21T00:00:00Z								Maize streak virus		10821
MH513496.1			COMPLETE		Iran	Asia								Triticum aestivum		4565	true				2017-09-10	ADATA_4_DF_2			1316				1		2019-03-19T00:00:00Z	GenBank		Khuzestan Agricultural Sciences and Natural Resources University, Plant Protection	Iran	Ghodoum Parizipour,M.H.	2019-03-19T00:00:00Z								Wheat dwarf virus		10834
MH513495.1			COMPLETE		Iran	Asia								Triticum aestivum		4565	true				2017-09-13	ADATA_4_DF			1313						2019-03-19T00:00:00Z	GenBank		Khuzestan Agricultural Sciences and Natural Resources University, Plant Protection	Iran	Ghodoum Parizipour,M.H.	2019-03-19T00:00:00Z								Wheat dwarf virus		10834
MH513494.1			COMPLETE		Iran	Asia								Triticum aestivum		4565	true				2017-09-13	ADATA_3_DF			750						2019-03-19T00:00:00Z	GenBank		Khuzestan Agricultural Sciences and Natural Resources University, Plant Protection	Iran	Ghodoum Parizipour,M.H.	2019-03-19T00:00:00Z								Wheat dwarf virus		10834
MH513493.1			COMPLETE		Iran	Asia								Hordeum vulgare		4513	true				2017-09-22	ADAHV_3_DF			740				1		2019-03-19T00:00:00Z	GenBank		Khuzestan Agricultural Sciences and Natural Resources University, Plant Protection	Iran	Ghodoum Parizipour,M.H.	2019-03-19T00:00:00Z								Wheat dwarf virus		10834
MH513492.1			COMPLETE		Iran	Asia								Hordeum vulgare		4513	true				2017-05-31	ADAHV_2_DF			1332				1		2019-03-19T00:00:00Z	GenBank		Khuzestan Agricultural Sciences and Natural Resources University, Plant Protection	Iran	Ghodoum Parizipour,M.H.	2019-03-19T00:00:00Z								Wheat dwarf virus		10834
MH500779.1			PARTIAL		Morocco: Zagoura	Africa								Citrullus lanatus subsp. vulgaris		260674	true					wm15			501				1		2018-08-14T00:00:00Z	GenBank		Faculty of Science and Technology, Biology	Morocco	Radouane,N.,Ezrari,S.,Vaira,A.M.,Benjelloune,M.,Lahlali,R.,Tahiri,A.,Accotto,G.P.	2018-08-14T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MH500778.1			PARTIAL		Morocco: Zagoura	Africa								Citrullus lanatus subsp. vulgaris		260674	true					wm14			501				1		2018-08-14T00:00:00Z	GenBank		Faculty of Science and Technology, Biology	Morocco	Radouane,N.,Ezrari,S.,Vaira,A.M.,Benjelloune,M.,Lahlali,R.,Tahiri,A.,Accotto,G.P.	2018-08-14T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MH500777.1			PARTIAL		Morocco: Zagoura	Africa								Citrullus lanatus subsp. vulgaris		260674	true					wm12			501				1		2018-08-14T00:00:00Z	GenBank		Faculty of Science and Technology, Biology	Morocco	Radouane,N.,Ezrari,S.,Vaira,A.M.,Benjelloune,M.,Lahlali,R.,Tahiri,A.,Accotto,G.P.	2018-08-14T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MH485354.1			PARTIAL		India	Asia								Cicer arietinum		3827	true				2018-03	Jhansi 2			551				1		2019-01-30T00:00:00Z	GenBank		Indian Agricultural Reasearch Institute, Plant pathology	India	Shreenath,Y.S.,Rao,G.P.,Meenakshi,A.,Saritha,R.K.	2019-01-30T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MH485353.1			PARTIAL		India	Asia								Cicer arietinum		3827	true				2018-03	Jhansi 1			559				1		2019-01-30T00:00:00Z	GenBank		Indian Agricultural Reasearch Institute, Plant pathology	India	Shreenath,Y.S.,Rao,G.P.,Meenakshi,A.,Saritha,R.K.	2019-01-30T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MH480384.1			PARTIAL		India	Asia								Cicer arietinum		3827	true				2018-03	Jhansi 3			568				1		2019-01-30T00:00:00Z	GenBank		Indian Agricultural Reasearch Institute, Plant pathology	India	Shreenath,Y.S.,Meenakshi,A.,Rao,G.P.	2019-01-30T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MH480383.1			PARTIAL		India	Asia								Cicer arietinum		3827	true				2017-02	delhi			618				1		2019-01-30T00:00:00Z	GenBank		Indian Agricultural Reasearch Institute, Plant pathology	India	Shreenath,Y.S.,Yadav,M.,Saritha,R.K.,Sagar,D.,Rao,G.P.	2019-01-30T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MH477623.1			COMPLETE		Iran	Asia								Triticum aestivum		4565	true				2017-09-13	ADATA_4			2747				3		2019-03-19T00:00:00Z	GenBank		Khuzestan Agricultural Sciences and Natural Resources University, Plant Protection	Iran	Ghodoum Parizipour,M.H.	2019-03-19T00:00:00Z								Wheat dwarf virus		10834
MH477622.1			COMPLETE		Iran	Asia								Triticum aestivum		4565	true				2017-09-13	ADATA_3			2747				3		2019-03-19T00:00:00Z	GenBank		Khuzestan Agricultural Sciences and Natural Resources University, Plant Protection	Iran	Ghodoum Parizipour,M.H.	2019-03-19T00:00:00Z								Wheat dwarf virus		10834
MH477621.1			COMPLETE		Iran	Asia								Triticum aestivum		4565	true				2017-09-13	ADATA_2			2747				3		2019-03-19T00:00:00Z	GenBank		Khuzestan Agricultural Sciences and Natural Resources University, Plant Protection	Iran	Ghodoum Parizipour,M.H.	2019-03-19T00:00:00Z								Wheat dwarf virus		10834
MH477620.1			COMPLETE		Iran	Asia								Triticum aestivum		4565	true				2017-09-10	ADATA_1			2747				3		2019-03-19T00:00:00Z	GenBank		Khuzestan Agricultural Sciences and Natural Resources University, Plant Protection	Iran	Ghodoum Parizipour,M.H.	2019-03-19T00:00:00Z								Wheat dwarf virus		10834
MH477619.1			COMPLETE		Iran	Asia								Hordeum vulgare		4513	true				2017-09-10	ADAHV_4			2733				3		2019-03-19T00:00:00Z	GenBank		Khuzestan Agricultural Sciences and Natural Resources University, Plant Protection	Iran	Ghodoum Parizipour,M.H.	2019-03-19T00:00:00Z								Wheat dwarf virus		10834
MH477618.1			COMPLETE		Iran	Asia								Hordeum vulgare		4513	true				2017-09-18	ADAHV_3			2733				3		2019-03-19T00:00:00Z	GenBank		Khuzestan Agricultural Sciences and Natural Resources University, Plant Protection	Iran	Ghodoum Parizipour,M.H.	2019-03-19T00:00:00Z								Wheat dwarf virus		10834
MH477617.1			COMPLETE		Iran	Asia								Hordeum vulgare		4513	true				2017-09-22	ADAHV_2			2733				3		2019-03-19T00:00:00Z	GenBank		Khuzestan Agricultural Sciences and Natural Resources University, Plant Protection	Iran	Ghodoum Parizipour,M.H.	2019-03-19T00:00:00Z								Wheat dwarf virus		10834
MH477616.1			COMPLETE		Iran	Asia								Hordeum vulgare		4513	true				2017-05-31	ADAHV_1			2733				3		2019-03-19T00:00:00Z	GenBank		Khuzestan Agricultural Sciences and Natural Resources University, Plant Protection	Iran	Ghodoum Parizipour,M.H.	2019-03-19T00:00:00Z								Wheat dwarf virus		10834
MH475951.1			PARTIAL		India	Asia								Cicer arietinum		3827	true				2018-02	Rajasthan			556				1		2018-10-30T00:00:00Z	GenBank		Indian Agricultural Reasearch Institute, Plant pathology	India	Shreenath,Y.S.,Rao,G.P.,Gopala,A.,Surabhi,M.	2018-10-30T00:00:00Z								Chickpea chlorotic dwarf virus		463360
MH375686.1			COMPLETE		Brazil	South America								Ipomoea batatas		4120	true				2014	Pelotas			2602				5		2018-08-26T00:00:00Z	GenBank		Universidade Federal de Pelotas, Fitossanidade		Maich,S.L.P.	2018-08-26T00:00:00Z								Sweet potato symptomless virus 1		603333
