Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
MN478352.1			PARTIAL		Iran: Razavi Khorasan, Mashhad	Asia								Solanum melongena		4111	true				2016	BCTIV-[IR:Mash:Egg2:Egg:16]			1204				3		2020-06-03T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Tahan,V.,Heydarnejad,J.	2020-06-03T00:00:00Z								Beet curly top Iran virus		391228
MH751505.1			COMPLETE		Iran: Razavi Khorasan, Mashhad	Asia								Capsicum frutescens		4073	true				2016	BCTIV-[IR:Mash:Pep1:Pep:16]			2845				5		2019-04-16T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Tahan,V.,Heydarnejad,J.	2019-04-16T00:00:00Z								Beet curly top Iran virus		391228
MH374070.1			PARTIAL		Iran	Asia								Petunia		4101	true				2017-10-13	BCTIv-p.Shiraz			606				1		2019-02-13T00:00:00Z	GenBank		Plant Virology Research Center, College of Agriculture, Shiraz University	Iran	Torab Jahromi,N.,Behjatnia,A.A.	2019-02-13T00:00:00Z								Beet curly top Iran virus		391228
MH374069.1			PARTIAL		Iran	Asia								Dianthus barbatus		278075	true				2017-10-22	BCTIv-Db.Shiraz			575				1		2019-02-13T00:00:00Z	GenBank		Plant Virology Research Center, College of Agriculture, Shiraz University	Iran	Torab Jahromi,N.,Behjatnia,A.A.	2019-02-13T00:00:00Z								Beet curly top Iran virus		391228
MH374068.1			PARTIAL		Iran	Asia								Dianthus barbatus		278075	true				2017-10-22	BCTIv-Bajgah			575				1		2019-02-13T00:00:00Z	GenBank		Plant Virology Research Center, College of Agriculture, Shiraz University	Iran	Torab Jahromi,N.,Behjatnia,A.A.	2019-02-13T00:00:00Z								Beet curly top Iran virus		391228
MH374067.1			PARTIAL		Iran	Asia								Amaranthus caudatus		3567	true				2017-10-22	BCTIv-Ac			596				1		2019-02-13T00:00:00Z	GenBank		Plant Virology Research Center, College of Agriculture, Shiraz University	Iran	Torab Jahromi,N.,Behjatnia,A.A.	2019-02-13T00:00:00Z								Beet curly top Iran virus		391228
MG001960.1			COMPLETE		South Africa	Africa								Exomis microphylla		378845	true				2012	2-90-C1			2974				5		2018-01-30T00:00:00Z	GenBank		Arizona State University, The Biodesign Center of Fundamental and Applied Microbiomics	USA	Claverie,S.,Bernardo,P.,Kraberger,S.,Hartnady,P.,Lefeuvre,P.,Lett,J.-M.,Filloux,D.,Harkins,G.W.,Varsani,A.,Martin,D.P.,Roumagnac,P.	2018-02-14T00:00:00Z								Exomis microphylla associated virus		2093275
KX533466.1			COMPLETE		Iran	Asia											true				2013	BCTIV_IR_CZ7_2013			2844				5		2016-12-12T00:00:00Z	GenBank		University of Canterbury, School of Biological Sciences	New Zealand	Heydarnejad,J.,Pouramini,N.,Kamali,M.,Massumi,H.,Farkas,K.,Kraberger,S.,Varsani,A.	2016-12-12T00:00:00Z								Beet curly top Iran virus		391228
KP410285.1			COMPLETE		Iran	Asia								Solanum lycopersicum		4081	true				2013-06-01	Kaftarak			2843				5		2016-06-08T00:00:00Z	GenBank		University of Zanjan, Plant Protection	Iran	Eini,O.,Ebadzad Sahraei,G.,Behjatnia,S.A.,Behjatnia,S.A.A.	2016-08-10T00:00:00Z								Beet curly top Iran virus-[Kaf]		1663022
KM402797.1			PARTIAL		Iran	Asia								Embryophyta		3193	true				2012-10-01	Yasuj5			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402796.1			PARTIAL		Iran	Asia								Embryophyta		3193	true				2012-09-30	Yasuj4			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402795.1			PARTIAL		Iran	Asia								Embryophyta		3193	true				2012-09-29	Yasuj3			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402794.1			PARTIAL		Iran	Asia								Embryophyta		3193	true				2012-09-28	Yasuj2			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402793.1			PARTIAL		Iran	Asia								Embryophyta		3193	true				2012-09-27	Yasuj1			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402792.1			PARTIAL		Iran	Asia								Convolvulus		4122	true				2012-09-30	Marvdasht 7			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402791.1			PARTIAL		Iran	Asia								Solanum		4107	true				2012-09-29	Marvdasht 6			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402790.1			PARTIAL		Iran	Asia								Beta vulgaris		161934	true				2012-09-28	Marvdasht 5			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402789.1			PARTIAL		Iran	Asia								Amaranthus		3564	true				2012-09-27	Marvdasht 4			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402788.1			PARTIAL		Iran	Asia								Solanum lycopersicum		4081	true				2012-09-29	Marvdasht 3			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402787.1			PARTIAL		Iran	Asia								Physalis		24663	true				2012-09-28	Marvdasht 2			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402786.1			PARTIAL		Iran	Asia								Embryophyta		3193	true				2012-09-27	Marvdasht 1			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402785.1			PARTIAL		Iran	Asia								Solanum		4107	true				2011-09-24	Eslamabad-e Gharb			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402784.1			PARTIAL		Iran	Asia								Beta vulgaris		161934	true				2011-09-23	Bisotun			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402783.1			PARTIAL		Iran	Asia								Beta vulgaris		161934	true				2011-10-23	Sabzevar			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402782.1			PARTIAL		Iran	Asia								Beta vulgaris		161934	true				2011-10-22	Jovein			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402781.1			PARTIAL		Iran	Asia								Beta vulgaris		161934	true				2011-10-21	Chenaran			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KM402780.1			PARTIAL		Iran	Asia								Beta vulgaris		161934	true				2011-10-20	Neyshabour			682				2		2015-01-20T00:00:00Z	GenBank		Plant Virology Research Center, Plant Pathology	Iran	Anabestani,A.,Behjatnia,S.A.A.,Tabein,S.,Hamzezarghani,H.,Izadpanah,K.	2015-01-20T00:00:00Z								Beet curly top Iran virus		391228
KF158391.1			PARTIAL		Iran: Orumiyeh, West Azarbayejan province	Asia								Beta vulgaris		161934	true				2010-08-21	IR:Oru:7Beet:Sugar beet:2010			1514				1		2016-10-01T00:00:00Z	GenBank		Ferdowsi University of Mashhad, Plant Protection	Iran	Gharouni-Kardani,S.,Heydarnejad,J.,Zakiaghl,M.,Varsani,A.	2016-10-01T00:00:00Z								Beet curly top Iran virus		391228
KC571253.1			COMPLETE		Iran: Fariman, Ghalandar Abad, Khorasan Razavi province	Asia								Beta vulgaris		161934	true				2010-08-21	Iran:Fariman:6Beet:Sugar beet:2010			2837				5		2016-09-01T00:00:00Z	GenBank		Ferdowsi University of Mashhad, Plant Protection	Iran	Gharouni Kardani,S.,Heydarnejad,J.,Zaki Aghl,M.	2016-09-01T00:00:00Z								Beet curly top Iran virus		391228
KC571252.1			COMPLETE		Iran: Chenaran, Razavi Khorasan province	Asia								Beta vulgaris		161934	true				2010-08-03	Iran:Chenaran:5Beet:Sugar beet:2010			2837				5		2016-09-01T00:00:00Z	GenBank		Ferdowsi University of Mashhad, Plant Protection	Iran	Gharouni Kardani,S.,Heydarnejad,J.,Zaki Aghl,M.	2016-09-01T00:00:00Z								Beet curly top Iran virus		391228
JX987671.1			COMPLETE		Iran: Homayejan, Fars province	Asia								Beta vulgaris		161934	true				2010	IR:Hom:Tu69:Sea beet:10			2844				5		2013-01-21T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Gharouni Kardani,S.,Heydarnejad,J.,Zakiaghl,M.,Mehrvar,M.,Kraberger,S.,Varsani,A.	2013-06-06T00:00:00Z								Beet curly top Iran virus		391228
JX966233.1			COMPLETE		Iran: Sabzevar, Khorasan Razavi province	Asia								Solanum lycopersicum		4081	true				2010-07-18	IR:Sabz:134T:Tomato:10			2846				5		2013-01-30T00:00:00Z	GenBank		Ferdowsi University of Mashhad, Plant Protection	Iran	Gharouni Kardani,S.,Heydarnejad,J.,Zakiaghl,M.,Mehrvar,M.,Kraberger,S.,Varsani,A.	2013-06-06T00:00:00Z								Beet curly top Iran virus		391228
JX945572.1			COMPLETE		Iran: Tabriz, Gharamalek, East Azarbayejan province	Asia								Beta vulgaris subsp. maritima		350892	true				2010-08-21	IR:Tabr:8RB:Red beet:10			2839				5		2013-01-30T00:00:00Z	GenBank		Ferdowsi University of Mashhad, Plant Protection	Iran	Gharouni Kardani,S.,Heydarnejad,J.,Zakiaghl,M.,Mehrvar,M.,Kraberger,S.,Varsani,A.	2013-06-06T00:00:00Z								Beet curly top Iran virus		391228
JX945571.1			COMPLETE		Iran: Orumiyeh, West Azarbayejan provinces	Asia								Beta vulgaris		161934	true				2010-08-21	IR:Oru:7Beet:Sug:10			2839				5		2013-01-30T00:00:00Z	GenBank		Ferdowsi University of Mashhad, Plant Protection	Iran	Gharouni Kardani,S.,Heydarnejad,J.,Zakiaghl,M.,Mehrvar,M.,Kraberger,S.,Varsani,A.	2013-06-06T00:00:00Z								Beet curly top Iran virus		391228
JX945570.1			COMPLETE		Iran: Bojnord, Shaghe, Northern Khorasan Province	Asia								Beta vulgaris		161934	true				2010-07-21	IR:Boj:3Beet:Sug:10			2846				5		2013-01-30T00:00:00Z	GenBank		Ferdowsi University of Mashhad, Plant Protection	Iran	Gharouni Kardani,S.,Heydarnejad,J.,Zakiaghl,M.,Mehrvar,M.,Kraberger,S.,Varsani,A.	2013-06-06T00:00:00Z								Beet curly top Iran virus		391228
JX945569.1			COMPLETE		Iran: Mashhad, Torogh, Khorasan Razavi province	Asia								Beta vulgaris		161934	true				2010-07-16	IR:Toro:1B:Sug:10			2845				5		2013-01-30T00:00:00Z	GenBank		Ferdowsi University of Mashhad, Plant Protection	Iran	Gharouni Kardani,S.,Heydarnejad,J.,Zakiaghl,M.,Mehrvar,M.,Kraberger,S.,Varsani,A.	2013-06-06T00:00:00Z								Beet curly top Iran virus		391228
JX912248.1			COMPLETE		Iran	Asia								Beta vulgaris subsp. vulgaris		3555	true				2009	Zarghan	plant leaf		2842				5		2012-12-22T00:00:00Z	GenBank		Plant Virology Research Center, Plant Protection	Iran	Soleimani,R.,Behjatnia,S.A.A.,Izadpanah,K.	2012-12-22T00:00:00Z								Beet curly top Iran virus		391228
JX458087.1			COMPLETE		Iran: Neyshabour, Khorasan Razavi province	Asia								Phaseolus vulgaris		3885	true				2010-07-03	IR:Nesh:115:Bean:10			2859				5		2013-01-30T00:00:00Z	GenBank		Ferdowsi University of Mashhad, Plant Protection	Iran	Gharouni Kardani,S.,Heydarnejad,J.,Zakiaghl,M.,Mehrvar,M.,Kraberger,S.,Varsani,A.,Zaki Aghl,M.	2013-06-06T00:00:00Z								Beet curly top Iran virus		391228
JX131634.1			COMPLETE		Iran: Dargaz, Khorasan Razavi province	Asia								Vigna unguiculata		3917	true				2010-07-03	IR:Dar:128:Cowpea:10			2843				5		2013-01-30T00:00:00Z	GenBank		Ferdowsi University of Mashhad, Plant Protection	Iran	Gharouni Kardani,S.,Heydarnejad,J.,Zakiaghl,M.,Mehrvar,M.,Kraberger,S.,Varsani,A.,Zaki Aghl,M.	2013-06-06T00:00:00Z								Beet curly top Iran virus		391228
JX131633.1			COMPLETE		Iran: Tabadkan, Khorasan Razavi province	Asia								Vigna unguiculata		3917	true				2010-06-19	IR:Tab:90:Cowpea:10			2845				5		2013-01-30T00:00:00Z	GenBank		Ferdowsi University of Mashhad, Plant Protection	Iran	Gharouni Kardani,S.,Heydarnejad,J.,Zakiaghl,M.,Mehrvar,M.,Kraberger,S.,Varsani,A.,Zaki Aghl,M.	2013-06-06T00:00:00Z								Beet curly top Iran virus		391228
JX082259.1			COMPLETE		Iran	Asia								Beta vulgaris		161934	true				2009	Sivand			2845				5		2013-01-09T00:00:00Z	GenBank		CNR - National Research Council of Italy, Plant Virology Institute- IVV	Italy	Soleimani,R.,Matic,S.,Taheri,H.,Behjatnia,S.A.A.,Vecchiati,M.,Izadpanah,K.,Accotto,G.P.	2013-01-09T00:00:00Z								Beet curly top Iran virus-[Siv]		1277443
JQ707951.1			COMPLETE		Iran: Yazd	Asia								Beta vulgaris		161934	true				2006	IR:Yaz:B35K:Sug:06			2844				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
JQ707950.1			COMPLETE		Iran: Negar, Kerman	Asia								Beta vulgaris		161934	true				2008	IR:Neg:B34P:Sug:08			2844				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
JQ707949.1			COMPLETE		Iran: Negar, Kerman	Asia								Beta vulgaris		161934	true				2008	IR:Neg:B33P:Sug:08			2843				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
JQ707948.1			COMPLETE		Iran: Negar, Kerman	Asia								Beta vulgaris		161934	true				2008	IR:Neg:B32P:Sug:08			2843				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
JQ707947.1			COMPLETE		Iran: Negar, Kerman	Asia								Beta vulgaris		161934	true				2008	IR:Neg:B31K:Sug:08			2843				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
JQ707946.1			COMPLETE		Iran: Dashtkar, Kerman	Asia								Beta vulgaris		161934	true				2008	IR:Dash:B29P:Sug:08			2844				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
JQ707945.1			COMPLETE		Iran: Negar, Kerman	Asia								Beta vulgaris		161934	true				2008	IR:Neg:B26P:Sug:08			2845				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
JQ707944.1			COMPLETE		Iran: Negar, Kerman	Asia								Beta vulgaris		161934	true				2008	IR:Neg:B25P:Sug:08			2844				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
JQ707943.1			COMPLETE		Iran: Kamal-Abad, Kerman	Asia								Beta vulgaris		161934	true				2008	IR:Kam:B24K:Sug:08			2845				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
JQ707942.1			COMPLETE		Iran: Kamal-Abad, Kerman	Asia								Beta vulgaris		161934	true				2008	IR:Kam:B23K:Sug:08			2843				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
JQ707941.1			COMPLETE		Iran: Kavar, Fars	Asia								Beta vulgaris		161934	true				2008	IR:Kav:B22K:Sug:08			2844				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
JQ707940.1			COMPLETE		Iran: Negar, Kerman	Asia								Beta vulgaris		161934	true				2004	IR:Neg:B19K:Sug:04			2844				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
JQ707939.1			COMPLETE		Iran: Shiraz, Fars	Asia								Beta vulgaris		161934	true				2006	IR:Shi:B18K:Sug:06			2843				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
JQ707938.1			COMPLETE		Iran: Yazd	Asia								Beta vulgaris		161934	true				2006	IR:Yaz:B15P:Sug:06			2844				5		2012-05-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection	Iran	Heydarnejad,J.,Keyvani,N.,Razavinejad,S.,Massumi,H.,Varsani,A.	2013-01-28T00:00:00Z								Beet curly top Iran virus		391228
HQ443515.1			COMPLETE		USA	North America								Spinacia oleracea		3562	true				2009	09-10 spinach			2860				5		2011-02-01T00:00:00Z	GenBank		The University of Arizona, Plant Sciences	USA	Hernandez-Zepeda,C.,Arguello-Astorga,G.,Brown,J.K.	2011-02-01T00:00:00Z								Spinach curly top Arizona virus		945225
EU273818.1			COMPLETE		Iran: Kerman	Asia								Beta vulgaris subsp. vulgaris		3555	true					Kerman			2845				5		2008-03-03T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection Department	Iran	Yazdi,H.R.,Heydarnejad,J.,Massumi,H.,Hosseini Abhari,E.,Bolok Yazdi,H.R.	2008-05-06T00:00:00Z								Beet curly top Iran virus-[K]		501371
EU273817.1			COMPLETE		Iran: Shiraz	Asia								Beta vulgaris subsp. vulgaris		3555	true					Sh2			2844				5		2008-03-03T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Department of Plant Protection	Iran	Yazdi,H.R.,Heydarnejad,J.,Massumi,H.,Bolok Yazdi,H.R.	2008-05-06T00:00:00Z								Beet curly top Iran virus-[Sh2]		501372
EU273816.1			COMPLETE		Iran: Yazd	Asia								Beta vulgaris subsp. vulgaris		3555	true					Yazd			2844				5		2008-03-03T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Department of Plant Protection	Iran	Yazdi,H.R.,Heydarnejad,J.,Massumi,H.,Bolok Yazdi,H.R.	2008-05-06T00:00:00Z								Beet curly top Iran virus-[Yazd]		501373
EU263013.1			PARTIAL		Iran: Karaj	Asia								Beta vulgaris subsp. vulgaris		3555	true					Kj			672				1		2008-02-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Department of Plant Protection	Iran	Yazdi,H.R.,Heydarnejad,J.,Massumi,H.,Bolok Yazdi,H.R.	2008-05-06T00:00:00Z								Beet curly top Iran virus		391228
EU263012.1			PARTIAL		Iran: Khorasan Razavi	Asia								Beta vulgaris subsp. vulgaris		3555	true					Kh			672				1		2008-02-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Department of Plant Protection	Iran	Yazdi,H.R.,Heydarnejad,J.,Massumi,H.,Bolok Yazdi,H.R.	2008-05-06T00:00:00Z								Beet curly top Iran virus		391228
EU263011.1			PARTIAL		Iran: Shiraz	Asia								Brassica rapa subsp. rapa		51350	true					Tu			672				1		2008-02-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Department of Plant Protection	Iran	Yazdi,H.R.,Heydarnejad,J.,Massumi,H.,Bolok Yazdi,H.R.	2008-05-06T00:00:00Z								Beet curly top Iran virus		391228
EU263010.1			PARTIAL		Iran: Boushehr	Asia								Solanum lycopersicum		4081	true					To			674				1		2008-02-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Department of Plant Protection	Iran	Yazdi,H.R.,Heydarnejad,J.,Massumi,H.,Bolok Yazdi,H.R.	2008-05-06T00:00:00Z								Beet curly top Iran virus		391228
EU263009.1			PARTIAL		Iran: Shiraz	Asia								Spinacia oleracea		3562	true					Sp			672				1		2008-02-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Department of Plant Protection	Iran	Yazdi,H.R.,Heydarnejad,J.,Massumi,H.,Bolok Yazdi,H.R.	2008-05-06T00:00:00Z								Beet curly top Iran virus		391228
EU263008.1			PARTIAL		Iran: Isfahan	Asia								Beta vulgaris subsp. vulgaris		3555	true					Is			670				1		2008-02-26T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Department of Plant Protection	Iran	Yazdi,H.R.,Heydarnejad,J.,Massumi,H.,Bolok Yazdi,H.R.	2008-05-06T00:00:00Z								Beet curly top Iran virus		391228
EF059897.1			PARTIAL		Iran: Shiraz	Asia								Beta vulgaris subsp. vulgaris		3555	true					Shiraz			672				1		2007-12-01T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection Department	Iran	Heydarnejad,J.,Hosseini Abhari,E.,Bolok Yazdi,H.R.,Massumi,H.	2008-02-21T00:00:00Z								Beet curly top Iran virus		391228
EF059896.1			PARTIAL		Iran	Asia											true					Yazd			672				1		2007-12-01T00:00:00Z	GenBank		Shahid Bahonar University of Kerman, Plant Protection Department	Iran	Heydarnejad,J.,Hosseini Abhari,E.,Bolok Yazdi,H.R.,Massumi,H.	2016-07-14T00:00:00Z								Beet curly top Iran virus		391228
