Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
MW698815.1			COMPLETE		France: Nouvelle Aquitaine,Bergerac	Europe								Trifolium repens		3899	true				2016	T.plasmid-7	plant leaf		2755				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ma,Y.,Svanella-Dumas,L.,Julian,C.,Galzi,S.,Fernandez,E.,Yvon,M.,Pirolles,E.,Lefebvre,M.,Filloux,D.,Roumagnac,P.,Candresse,T.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW698814.1			COMPLETE		France: Nouvelle Aquitaine,Bergerac	Europe								Trifolium repens		3899	true				2016	T.plasmid-3	plant leaf		2755				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ma,Y.,Svanella-Dumas,L.,Julian,C.,Galzi,S.,Fernandez,E.,Yvon,M.,Pirolles,E.,Lefebvre,M.,Filloux,D.,Roumagnac,P.,Candresse,T.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW698813.1			COMPLETE		France: Nouvelle Aquitaine,Bergerac	Europe								Trifolium repens		3899	true				2016	T.plasmid-1	plant leaf		2753				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ma,Y.,Svanella-Dumas,L.,Julian,C.,Galzi,S.,Fernandez,E.,Yvon,M.,Pirolles,E.,Lefebvre,M.,Filloux,D.,Roumagnac,P.,Candresse,T.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MK422440.1			PARTIAL		China	Asia								Medicago sativa		3879	true				2017-04-25	SLSC410-3	plant leaf		785				1		2019-03-18T00:00:00Z	GenBank		Henan Agricultural University, College of Animal Science and Veterinary Medicine	China	Guo,Z.,Zhang,J.,Wang,M.,Guan,Y.,Qu,G.,Liu,J.,Guo,Y.,Yan,X.,Zhang,M.	2019-03-18T00:00:00Z								Alfalfa leaf curl virus		1306546
MK422439.1			PARTIAL		China	Asia								Medicago sativa		3879	true				2017-04-25	SLSC410-2	plant leaf		785				1		2019-03-18T00:00:00Z	GenBank		Henan Agricultural University, College of Animal Science and Veterinary Medicine	China	Guo,Z.,Zhang,J.,Wang,M.,Guan,Y.,Qu,G.,Liu,J.,Guo,Y.,Yan,X.,Zhang,M.	2019-03-18T00:00:00Z								Alfalfa leaf curl virus		1306546
MK422438.1			COMPLETE		China	Asia								Medicago sativa		3879	true				2017-04-25	SLSC410-1	plant leaf		2750				7		2019-03-18T00:00:00Z	GenBank		Henan Agricultural University, College of Animal Science and Veterinary Medicine	China	Guo,Z.,Zhang,J.,Wang,M.,Guan,Y.,Qu,G.,Liu,J.,Guo,Y.,Yan,X.,Zhang,M.	2019-03-18T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603860.1			COMPLETE		Tunisia: Beja, Beja	Africa								Medicago sativa		3879	true				2017	TuAl20_17	plant leaf		2745				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603859.1			COMPLETE		Tunisia: Ariana, Qal'at Al Andalus	Africa								Medicago sativa		3879	true				2017	TuAl16_17	plant leaf		2743				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603858.1			COMPLETE		Tunisia: Ariana, Qal'at Al Andalus	Africa								Medicago sativa		3879	true				2017	TuAl10_17	plant leaf		2745				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603857.1			COMPLETE		Tunisia: Ariana, Qal'at Al Andalus	Africa								Medicago sativa		3879	true				2017	TuAl8_17	plant leaf		2744				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603856.1			COMPLETE		Tunisia: Ariana, Qal'at Al Andalus	Africa								Medicago sativa		3879	true				2017	TuAl5_17	plant leaf		2743				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603855.1			COMPLETE		Syria: Hama, Jeb Ramleh	Asia								Medicago sativa		3879	true				2017	SyAl45-17	plant leaf		2730				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603854.1			COMPLETE		Syria: Hama, Khan Gelmidon	Asia								Medicago sativa		3879	true				2017	SyAl40-17	plant leaf		2740				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603853.1			COMPLETE		Syria: Hama, Mahrusah	Asia								Medicago sativa		3879	true				2017	SyAl35-17	plant leaf		2730				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603852.1			COMPLETE		Spain: Andalousia, Chauchina	Europe								Medicago sativa		3879	true				2017	ES53	plant leaf		2745				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603851.1			COMPLETE		Spain: Andalousia, Chauchina	Europe								Medicago sativa		3879	true				2017	ES52	plant leaf		2768				6		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603850.1			COMPLETE		Spain: Andalousia, Chauchina	Europe								Medicago sativa		3879	true				2017	ES44	plant leaf		2742				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603849.1			COMPLETE		Spain: Andalousia, Chauchina	Europe								Medicago sativa		3879	true				2017	ES36	plant leaf		2741				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603848.1			COMPLETE		Spain: Andalousia, Chauchina	Europe								Medicago sativa		3879	true				2017	ES34	plant leaf		2767				6		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603847.1			COMPLETE		Spain: Andalousia, Chauchina	Europe								Medicago sativa		3879	true				2017	ES32	plant leaf		2743				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603846.1			COMPLETE		Spain: Andalousia, Trasmulas	Europe								Medicago sativa		3879	true				2017	ES26	plant leaf		2741				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603845.1			COMPLETE		Spain: Andalousia, Trasmulas	Europe								Medicago sativa		3879	true				2017	ES25	plant leaf		2742				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603844.1			COMPLETE		Spain: Andalousia, Huetor Tajar	Europe								Medicago sativa		3879	true				2017	ES17	plant leaf		2742				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603843.1			COMPLETE		Spain: Andalousia, Huetor Tajar	Europe								Medicago sativa		3879	true				2017	ES12	plant leaf		2746				6		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603842.1			COMPLETE		Spain: Andalousia, Huetor Tajar	Europe								Medicago sativa		3879	true				2017	ES8	plant leaf		2746				6		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603841.1			COMPLETE		Lebanon: Beka'a, Terbol	Asia								Medicago sativa		3879	true				2017	LAl3_17	plant leaf		2730				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603840.1			COMPLETE		Lebanon: Beka'a, Terbol	Asia								Medicago sativa		3879	true				2017	LAl2_17	plant leaf		2730				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603839.1			COMPLETE		Jordan: Irbid, Ar Ramtha	Asia								Medicago sativa		3879	true				2017	JoAl31-17	plant leaf		2726				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603838.1			COMPLETE		Jordan: Balqa, Deir Alla	Asia								Medicago sativa		3879	true				2017	JoAl30-17	plant leaf		2728				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603837.1			COMPLETE		Jordan: Balqa, Deir Alla	Asia								Medicago sativa		3879	true				2017	JoAl26-17	plant leaf		2725				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603836.1			COMPLETE		Italy: Aosta Valley, Courmayeur	Europe								Medicago sativa		3879	true				2017	COURM2	plant leaf		2744				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603835.1			COMPLETE		Italy: Liguria, Poggi	Europe								Medicago sativa		3879	true				2017	I44	plant leaf		2746				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603834.1			COMPLETE		Italy: Tuscany, Prato	Europe								Medicago sativa		3879	true				2017	I42	plant leaf		2746				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603833.1			COMPLETE		Italy: Emilia Romagna, Malalbergo	Europe								Medicago sativa		3879	true				2017	I32	plant leaf		2733				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603832.1			COMPLETE		Italy: Emilia Romagna, Malalbergo	Europe								Medicago sativa		3879	true				2017	I31	plant leaf		2732				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603831.1			COMPLETE		Italy: Emilia Romagna, San Giovanni in Persiceto	Europe								Medicago sativa		3879	true				2017	I25	plant leaf		2734				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603830.1			COMPLETE		Italy: Emilia Romagna, Mirandola	Europe								Medicago sativa		3879	true				2017	I23	plant leaf		2735				7		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
MH603829.1			COMPLETE		Iran: Sistan and Baluchestan, Khash	Asia								Medicago sativa		3879	true				2015	Kh17	plant leaf		2754				6		2018-11-06T00:00:00Z	GenBank		CIRAD, BIOS	France	Davoodi,Z.,Bejerman,N.,Richet,C.,Filloux,D.,Kumari,S.G.,Chatzivassiliou,E.K.,Galzi,S.,Julian,C.,Samarfard,S.,Trucco,V.,Giolitti,F.,Fiallo-Olive,E.,Navas-Castillo,J.,Asaad,N.,Moukahel,A.R.,Hijazi,J.,Mghandef,S.,Heydarnejad,J.,Massumi,H.,Varsani,A.,Dietzgen,R.G.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Dietzgen,R.	2018-11-06T00:00:00Z								Alfalfa leaf curl virus		1306546
